dataset_case,method,noise,seed,accuracy,neighbor_overlap,embed_time_sec,pipeline_time_sec,ambient_dim,embed_dim,accuracy_pct,neighbor_overlap_pct,embed_time_ms,pipeline_time_ms
two_manifold,raw_knn,0.0,2,0.9,,,0.001101833000575425,30,2,90.0,,,1.101833000575425
two_manifold,raw_knn,0.1,0,0.8766666666666667,,,0.0011412499989091884,30,2,87.66666666666667,,,1.1412499989091884
two_manifold,raw_knn,0.1,1,0.8933333333333333,,,0.001399957998728496,30,2,89.33333333333333,,,1.399957998728496
two_manifold,raw_knn,0.1,2,0.9033333333333333,,,0.001240958999915165,30,2,90.33333333333333,,,1.240958999915165
two_manifold,raw_knn,0.2,0,0.89,,,0.00130945799901383,30,2,89.0,,,1.30945799901383
two_manifold,raw_knn,0.2,1,0.8866666666666667,,,0.0011602499998843996,30,2,88.66666666666667,,,1.1602499998843996
two_manifold,raw_knn,0.2,2,0.9133333333333333,,,0.0011174169994774275,30,2,91.33333333333333,,,1.1174169994774275
two_manifold,raw_knn,0.35,0,0.8866666666666667,,,0.0012270420011191163,30,2,88.66666666666667,,,1.2270420011191163
two_manifold,raw_knn,0.35,1,0.8833333333333333,,,0.0012894999999844003,30,2,88.33333333333333,,,1.2894999999844003
two_manifold,raw_knn,0.35,2,0.8866666666666667,,,0.0012459580011636717,30,2,88.66666666666667,,,1.2459580011636717
two_manifold,pca,0.0,0,0.76,0.3785,0.00038108300032035913,0.010311333999197814,30,2,76.0,37.85,0.38108300032035913,10.311333999197814
two_manifold,pca,0.0,1,0.7133333333333334,0.3678333333333333,0.00038670799949613865,0.010266375000355765,30,2,71.33333333333334,36.78333333333333,0.38670799949613865,10.266375000355765
two_manifold,pca,0.0,2,0.8733333333333333,0.3134166666666667,0.0003864170012093382,0.010316750000129105,30,2,87.33333333333333,31.34166666666667,0.3864170012093382,10.316750000129105
two_manifold,pca,0.1,0,0.7466666666666667,0.37649999999999995,0.0003783329993893858,0.010377708000305574,30,2,74.66666666666667,37.64999999999999,0.3783329993893858,10.377708000305574
two_manifold,pca,0.1,1,0.7166666666666667,0.36125,0.0003565419992810348,0.010233582999717328,30,2,71.66666666666667,36.125,0.3565419992810348,10.233582999717328
two_manifold,pca,0.1,2,0.8633333333333333,0.3145833333333333,0.00039679200017417315,0.010404042001027847,30,2,86.33333333333333,31.458333333333332,0.39679200017417315,10.404042001027847
two_manifold,pca,0.2,0,0.7266666666666667,0.36625,0.00038979199962341227,0.010464459001013893,30,2,72.66666666666667,36.625,0.38979199962341227,10.464459001013893
two_manifold,pca,0.2,1,0.7433333333333333,0.3580833333333333,0.0003816249991359655,0.010198583999226685,30,2,74.33333333333333,35.80833333333333,0.3816249991359655,10.198583999226685
two_manifold,pca,0.2,2,0.85,0.31175,0.0003857500014419202,0.010216332999334554,30,2,85.0,31.175000000000004,0.3857500014419202,10.216332999334554
two_manifold,pca,0.35,0,0.7166666666666667,0.3496666666666667,0.0003823749993898673,0.010198957999818958,30,2,71.66666666666667,34.96666666666667,0.3823749993898673,10.198957999818958
two_manifold,pca,0.35,1,0.7633333333333333,0.3408333333333333,0.0003839170003629988,0.010200624999924912,30,2,76.33333333333333,34.08333333333333,0.3839170003629988,10.200624999924912
two_manifold,pca,0.35,2,0.8433333333333334,0.30016666666666664,0.00038108300032035913,0.010314874998584855,30,2,84.33333333333334,30.016666666666662,0.38108300032035913,10.314874998584855
two_manifold,gaussian_rp,0.0,0,0.64,0.28650000000000003,0.0002985420014738338,0.01008962500054622,30,2,64.0,28.650000000000002,0.2985420014738338,10.08962500054622
two_manifold,gaussian_rp,0.0,1,0.6833333333333333,0.34208333333333335,0.0003057909998460673,0.010131875000297441,30,2,68.33333333333333,34.208333333333336,0.3057909998460673,10.131875000297441
two_manifold,gaussian_rp,0.0,2,0.46,0.20041666666666666,0.00030529200012097135,0.009996999999202671,30,2,46.0,20.041666666666664,0.30529200012097135,9.996999999202671
two_manifold,gaussian_rp,0.1,0,0.6533333333333333,0.2884166666666667,0.0002953330003947485,0.010108832999321749,30,2,65.33333333333333,28.841666666666672,0.2953330003947485,10.108832999321749
